-0.009779946	0.09742475	-0.019281749	0.005844753	0.34164542	-0.18468125	-0.015378756	-0.018227797	0.058553554	0.062783144	0.082302414	-0.19744864	-0.06572044	0.050716322	-0.0060477117	-0.014391944
0.062279873	0.13700326	0.07248656	0.12444515	0.3231206	-0.025391521	0.0334469	-0.19800225	0.13142332	0.02987595	-0.15755498	-0.084316835	-0.14058906	0.001973411	0.003674347	-0.0021455954
0.085555814	0.24385232	0.057666093	0.070305884	0.07898026	0.11130206	-0.046157394	-0.22302748	0.057038378	-0.1251704	-0.20622478	-0.038635537	-0.31054235	-0.038837247	-0.2478761	-0.29783678
-0.5961331	-0.9116862	0.5232557	-0.601809	-0.44579852	-0.59802526	-0.6126332	0.8265114	-0.51817256	0.82857424	0.78664	0.68938	0.9528198	0.5598247	0.8552356	0.92046994
-0.14285085	-0.08838062	0.0712052	-0.10009286	0.112480335	-0.18525779	-0.02992989	0.0041998858	-0.02960376	0.1034848	0.089803435	0.013598316	-0.08941739	0.069572225	0.038914226	-0.02148759
0.04104014	-0.05585116	-0.05183677	0.12650947	0.0586358	0.11354055	0.114957586	-0.034449115	0.07551202	0.033482194	-0.08129856	-0.042203132	-0.08701812	-0.09651097	0.034759987	-0.009122925
-0.65162414	-0.67862076	0.21938574	-0.7014562	-0.48983458	-0.70860904	-0.42160785	0.6564325	-0.49968275	0.615135	0.7590266	0.73033077	0.8562134	0.42623302	0.6822814	0.7510143
0.06451093	-0.04057546	-0.071025215	0.064409174	0.085994855	0.008779731	0.14076243	-0.057723276	-0.0010124258	0.05780274	0.059303455	-0.12439161	0.020424988	-0.069439955	0.048958793	-0.0070052864
-0.7158732	-0.8138312	0.5315623	-0.7336809	-0.60883045	-0.65840703	-0.6065083	0.77796274	-0.5329627	0.72277313	0.79597944	0.8878551	0.25757113	0.5616213	0.5409717	0.4569158
-0.16717434	0.0909862	-0.0058013205	-0.12777786	0.18696363	-0.3982765	-0.016735839	-0.009324882	-0.08255819	0.10806319	-0.0043940805	0.1680408	0.045300588	0.03774645	0.039868634	0.068343244
-0.67639005	-0.84853137	0.44693726	-0.71619785	-0.5695029	-0.66391176	-0.5858201	0.7545946	-0.6380305	0.7413942	0.85379	0.6056272	0.68522114	0.49247828	0.6404261	0.6689508
0.2489726	0.18021074	0.08829629	0.21969518	0.46309942	0.08422868	-0.15436327	-0.061045703	0.31959918	-0.08129183	-0.059595674	0.031961847	-0.057958156	0.1021339	-0.12599085	-0.080066726
-0.3932564	-0.8371737	0.7582719	-0.35737443	-0.03760872	-0.39023858	-0.81382793	0.8979638	-0.15271343	0.73739904	0.81610924	0.622288	0.6665902	0.82405704	0.75361663	0.6928001
0.6073709	0.41387108	-0.2446389	0.67669934	0.3266224	0.71443945	0.49923322	-0.45578158	0.5900947	-0.45693973	-0.42336038	-0.750668	-0.8642716	-0.3666487	-0.54687405	-0.6789886
-0.1427353	-0.09047149	0.11536812	-0.1894771	0.014931724	-0.23026116	-0.21132478	0.16197918	-0.05598842	0.11188648	0.17213407	0.19950815	-0.046136085	0.20685855	-0.063871674	-0.09767892
-0.1982628	-0.14873286	0.058021177	-0.21324034	-0.18918903	-0.30875957	0.05238105	0.040460065	-0.22583835	0.1484255	0.090189785	-0.022997346	-0.17664243	0.05498432	0.04220361	-0.0848562
